課綱,跨部,跨系,已選,停修與否,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,性質,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,V,,4701401,CS014A,CS112,嵌入式系統實驗(二),,一般,資訊一甲,必修,全,1,張元翔,3-12.,電學講,,,,,非本系學生須自備實驗材料,資訊系,70,62,1,0,11,國語,4700B,3
◎,,,V,,4702201,CS022A,BE243,計算機概論(二),Introduction to Computer (II),一般,資訊一甲,必修,半,3,夏延德,4-56.,教學505,5-7.,教學505,1-FG.,管理102,1-FG實習課於管理101及102教室聯播,資訊系,100,60,3,3,5,國語,4700B,30
◎,,,V,,4702701,CS027A,ZA261,離散數學,Discrete Mathematics,一般,資訊一甲,必修,半,3,謝財明,1-3.,教學509,4-34.,教學509,,,,資訊系,70,62,3,3,11,國語,4700B,8
◎,,V,,,4705901,CS059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,資訊一甲,必修,半,1,簡洛汾,1-12.,全人401,,,,,須繳語言實習費600元,語言中心,57,53,0,0,4,英語,4700B,0
◎,,,,,4760901,CS609A,ZA610,英文(二),English (II),一般,資訊一甲,必修,半,1,沈俞君,5-34.,教學415A,,,,,,語言中心,45,41,2,2,0,英語,4700B,0
◎,,,V,,4780101,CS801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,資訊一甲,必修,半,2,段宜廷,5-12.,教學815,,,,,,通識中心,72,57,2,2,1,國語,4700B,5
,,,,,4799101,CS991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資訊一甲,必修,半,0,,5-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,25,0,0,2,國語,4700B,0
,,,,,4799201,CS992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資訊一甲,必修,半,0,,5-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,29,0,0,0,國語,4700B,0
◎,,,V,,4700802,CS008B,MA060,微積分(下),Calculus (II),一般,資訊一乙,必修,半,3,陳興夏,1-34.,懷恩104,4-8.,懷恩102,,,,資訊系,80,64,3,3,7,國語,4700B,11
◎,,,V,,4701402,CS014B,CS112,嵌入式系統實驗(二),,一般,資訊一乙,必修,全,1,張元翔,3-12.,篤信252,,,,,非本系學生須自備實驗材料,資訊系,70,65,1,0.5,8,國語,4700B,0
◎,,,V,,4701402,CS014B,CS112,嵌入式系統實驗(二),,一般,資訊一乙,必修,全,1,吳宜鴻,3-12.,篤信252,,,,,非本系學生須自備實驗材料,資訊系,70,65,1,0,8,國語,4700B,0
◎,,,V,,4701402,CS014B,CS112,嵌入式系統實驗(二),,一般,資訊一乙,必修,全,1,余執彰,3-12.,篤信252,,,,,非本系學生須自備實驗材料,資訊系,70,65,1,0.5,8,國語,4700B,0
◎,,,V,,4702202,CS022B,BE243,計算機概論(二),Introduction to Computer (II),一般,資訊一乙,必修,半,3,夏延德,4-12.,教學505,5-6.,教學505,1-DE.,管理101,1-DE實習課於管理101及102教室聯播,資訊系,100,78,3,3,22,國語,4700B,7
◎,,,V,,4702702,CS027B,ZA261,離散數學,Discrete Mathematics,一般,資訊一乙,必修,半,3,謝財明,1-2.,教學509,4-56.,教學509,,,,資訊系,70,70,3,3,17,國語,4700B,0
◎,,V,,,4705902,CS059B,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,資訊一乙,必修,半,1,姜安貞,3-78.,全人401,,,,,須繳語言實習費600元,語言中心,57,57,0,2,1,英語,4700B,0
◎,,,,,4760902,CS609B,ZA610,英文(二),English (II),一般,資訊一乙,必修,半,1,黃佩櫻,5-34.,懷恩101,,,,,,語言中心,45,40,2,2,0,英語,4700B,0
◎,,,V,,4780102,CS801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,資訊一乙,必修,半,2,葉嘉中,4-34.,懷恩205,,,,,,通識中心,72,59,2,2,2,國語,4700B,6
,,,,,4799102,CS991B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資訊一乙,必修,半,0,,1-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,29,0,0,0,國語,4700B,0
,,,,,4799202,CS992B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資訊一乙,必修,半,0,,1-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,30,0,0,0,國語,4700B,0
◎,,,V,,4750119,CS501S,ZA115,書報討論,Seminar,一般,資訊國際碩一,必修,全,1,朱守禮,1-EFG.,電學213,,,,,全英語授課,資訊系,5,0,0,0,0,英語,4700B,5
◎,,,,,4764821,CS648U,CS444,網際網路協定,Internetworking Protocols,一般,資訊國際碩一,選修,半,3,張蛟川,4-234.,電學101,,,,,"全英語授課,大學部修課屬必選四類之1",資訊系,2,0,0,0,0,英語,4700B,2
◎,,,V,,4750120,CS501T,ZA115,書報討論,Seminar,一般,資訊碩二,必修,全,0,田筱榮,1-EFG.,電學講,,,,,,資訊系,40,19,0,0,0,國語,4700B,21
,,,,,4750220,CS502T,ZA138,論文,Thesis,一般,資訊碩二,必修,全,3,,,,,,,,,資訊系,50,32,0,0,1,國語,4700B,18
◎,,,V,,4750146,CS501t,ZA115,書報討論,Seminar,一般,資訊碩專二,必修,全,0,田筱榮,1-EFG.,電學講,,,,,,資訊系,10,6,0,0,0,國語,4700B,4
,,,,,4750246,CS502t,ZA138,論文,Thesis,一般,資訊碩專二,必修,全,3,,,,,,,,,資訊系,30,9,0,0,0,國語,4700B,21
◎,,,,,4700304,CS003D,ZA702,實用英文（二）,Practical English (II),一般,資訊二甲,必修,半,1,田筱榮,3-12.,教學505,,,,,僅限資工二甲班學生修習,語言中心,50,69,2,1,1,英語,4700B,0
◎,,,,,4700304,CS003D,ZA702,實用英文（二）,Practical English (II),一般,資訊二甲,必修,半,1,夏延德,3-12.,教學505,,,,,僅限資工二甲班學生修習,語言中心,50,69,2,1,1,英語,4700B,0
◎,,,V,,4710604,CS106D,PH397,電子學,Electronic,一般,資訊二甲,必修,半,3,鄭維凱,1-3.,教學505,4-78.,教學509,,,,資訊系,70,58,3,3,4,國語,4700B,12
◎,,,V,,4710804,CS108D,CS219,電子實驗,Electronics Laboratory,一般,資訊二甲,必修,半,1,湯松年,2-567.,電學B06,,,,,,資訊系,60,58,1.5,1.5,5,國語,4700B,2
◎,,,V,,4711604,CS116D,CS217,資料結構與演算法,Data Structures and Algorithms,一般,資訊二甲,必修,半,3,吳宜鴻,2-234.,篤信252,,,,,非同步遠距教學,資訊系,65,60,3,3,26,國語,4700B,0
◎,,,V,,4711804,CS118D,ZA515,物件導向程式設計,Object Oriented Programming,一般,資訊二甲,必修,半,3,余執彰,1-4.,篤信252,4-34.,篤信252,,,,資訊系,60,60,3,3,11,國語,4700B,0
◎,,,V,,4712004,CS120D,CS340,計算機組織,Computer Organization,一般,資訊二甲,必修,半,3,朱守禮,1-78.,教學509,4-6.,教學510,,,,資訊系,70,70,3,3,28,國語,4700B,0
◎,,,,,4700305,CS003E,ZA702,實用英文（二）,Practical English (II),一般,資訊二乙,必修,半,1,田筱榮,3-12.,教學509,,,,,僅限資工二乙班學生修習,語言中心,50,59,2,1,3,英語,4700B,0
◎,,,,,4700305,CS003E,ZA702,實用英文（二）,Practical English (II),一般,資訊二乙,必修,半,1,夏延德,3-12.,教學509,,,,,僅限資工二乙班學生修習,語言中心,50,59,2,1,3,英語,4700B,0
◎,,,V,,4710605,CS106E,PH397,電子學,Electronic,一般,資訊二乙,必修,半,3,鄭維凱,4-34.,教學510,1-4.,教學505,,,,資訊系,80,61,3,3,9,國語,4700B,19
◎,,,V,,4710805,CS108E,CS219,電子實驗,Electronics Laboratory,一般,資訊二乙,必修,半,1,湯松年,2-234.,電學B06,,,,,,資訊系,60,58,1.5,1.5,3,國語,4700B,2
◎,,,V,,4711605,CS116E,CS217,資料結構與演算法,Data Structures and Algorithms,一般,資訊二乙,必修,半,3,吳宜鴻,2-678.,篤信252,,,,,非同步遠距教學,資訊系,65,56,3,3,11,國語,4700B,4
◎,,,V,,4711805,CS118E,ZA515,物件導向程式設計,Object Oriented Programming,一般,資訊二乙,必修,半,3,余執彰,1-3.,篤信252,4-56.,篤信252,,,,資訊系,60,59,3,3,11,國語,4700B,1
◎,,,V,,4712005,CS120E,CS340,計算機組織,Computer Organization,一般,資訊二乙,必修,半,3,朱守禮,1-56.,教學509,4-7.,教學510,,,,資訊系,70,66,3,3,18,國語,4700B,4
◎,,,V,,4750121,CS501U,ZA115,書報討論,Seminar,一般,資訊國際碩二,必修,全,0,朱守禮,1-EFG.,電學213,,,,,全英語授課,資訊系,5,1,0,0,0,英語,4700B,1
,,,,,4750221,CS502U,ZA138,論文,Thesis,一般,資訊國際碩二,必修,全,3,,,,,,,,,資訊系,5,2,0,0,0,國語,4700B,0
◎,,,V,,4720407,CS204G,CS317,邏輯設計實驗(二),Experiments of Digital Logic Design (2),一般,資訊三甲,必修,半,1,湯松年,4-234.,篤信253,,,,,,資訊系,60,53,1.5,1.5,3,國語,4700B,2
◎,,,V,,4720807,CS208G,ZA267,作業系統,Operating Systems,一般,資訊三甲,必修,半,3,鍾武君,2-78.,教學505,5-7.,教學509,,,,資訊系,70,70,3,3,24,國語,4700B,0
◎,,,V,,4720907,CS209G,ES796,演算法分析,Analysis of Algorithms,一般,資訊三甲,必修,半,3,張元翔,1-3.,教學309,2-56.,教學509,,,,資訊系,70,57,3,3,7,國語,4700B,13
◎,,,,,4721407,CS214G,CS441,專題實驗,Special Topics Laboratory,一般,資訊三甲,必修,全,1,朱守禮,,,,,,,繳指導老師同意書，自行加退選，限甲班,資訊系,70,47,1.5,0,46,國語,4700B,23
◎,,,,,4721407,CS214G,CS441,專題實驗,Special Topics Laboratory,一般,資訊三甲,必修,全,1,楊熙年,,,,,,,繳指導老師同意書，自行加退選，限甲班,資訊系,70,47,1.5,1.5,46,國語,4700B,23
◎,,,V,,4721507,CS215G,CS394,機率與統計(二),Probability & Statistics (2),一般,資訊三甲,必修,半,3,蘇志文,1-56.,教學505,5-3.,教學505,,,,資訊系,70,59,3,3,12,國語,4700B,11
◎,,,V,,4722007,CS220G,ZA170,程式語言,Programming Language,一般,資訊三甲,必修,半,3,夏延德,2-34.,教學505,4-7.,教學505,,,,資訊系,100,84,3,3,43,國語,4700B,6
◎,,,V,,4722207,CS222G,CS416,英文報告(一),English Presentation(一),一般,資訊三甲,必修,半,1,張蛟川,3-6.,電學講,,,,,全英語授課,資訊系,70,52,1,1,0,英語,4700B,18
◎,,,V,,4722207,CS222G,CS416,英文報告(一),English Presentation(一),一般,資訊三甲,必修,半,1,朱守禮,3-6.,電學講,,,,,全英語授課,資訊系,70,52,1,0,0,英語,4700B,18
◎,,,V,,4722407,CS224G,CS372,資訊工業講座(一),Seminar on Computer Industry (1),一般,資訊三甲,必修,半,0,朱守禮,3-78.,電學講,,,,,,資訊系,70,52,1,0.5,1,國語,4700B,18
◎,,,V,,4722407,CS224G,CS372,資訊工業講座(一),Seminar on Computer Industry (1),一般,資訊三甲,必修,半,0,余執彰,3-78.,電學講,,,,,,資訊系,70,52,1,0.5,1,國語,4700B,18
◎,,,,,4728207,CS282G,CS435,資訊安全實習,Laboratory on Information and Computer Security,一般,資訊三甲,選修,半,1,田筱榮,,,,,,,資安學程必修，限人工加選,資訊系,0,0,0,0,1,國語,4700B,0
◎,,,,,4728207,CS282G,CS435,資訊安全實習,Laboratory on Information and Computer Security,一般,資訊三甲,選修,半,1,賴裕昆,,,,,,,資安學程必修，限人工加選,資訊系,0,0,0,0,1,國語,4700B,0
◎,,,,,4728207,CS282G,CS435,資訊安全實習,Laboratory on Information and Computer Security,一般,資訊三甲,選修,半,1,楊明豪,,,,,,,資安學程必修，限人工加選,資訊系,0,0,0,0,1,國語,4700B,0
◎,,V,,,4770407,CS704G,ZA718,英語檢定技巧,Skills for English Language Testing,一般,資訊三甲,選修,半,0,曾慶宇,3-CD.,教學508,,,,,限大三及大四未通過正式英檢之非應外系學生,語言中心,60,40,0,2,54,英語,4700B,10
◎,,,V,,4720408,CS204H,CS317,邏輯設計實驗(二),Experiments of Digital Logic Design (2),一般,資訊三乙,必修,半,1,湯松年,4-567.,篤信253,,,,,,資訊系,60,52,1.5,1.5,2,國語,4700B,3
◎,,,V,,4720808,CS208H,ZA267,作業系統,Operating Systems,一般,資訊三乙,必修,半,3,鍾武君,2-34.,教學509,5-6.,教學509,,,,資訊系,70,57,3,3,15,國語,4700B,13
◎,,,V,,4720908,CS209H,ES796,演算法分析,Analysis of Algorithms,一般,資訊三乙,必修,半,3,張元翔,1-4.,教學309,2-78.,教學509,,,,資訊系,70,53,3,3,3,國語,4700B,17
◎,,,,,4721408,CS214H,CS441,專題實驗,Special Topics Laboratory,一般,資訊三乙,必修,全,1,楊熙年,,,,,,,繳指導老師同意書，自行加退選，限乙班,資訊系,90,54,1.5,1.5,52,國語,4700B,36
◎,,,,,4721408,CS214H,CS441,專題實驗,Special Topics Laboratory,一般,資訊三乙,必修,全,1,朱守禮,,,,,,,繳指導老師同意書，自行加退選，限乙班,資訊系,90,54,1.5,0,52,國語,4700B,36
◎,,,V,,4721508,CS215H,CS394,機率與統計(二),Probability & Statistics (2),一般,資訊三乙,必修,半,3,蘇志文,1-78.,教學505,5-4.,教學505,,,,資訊系,70,64,3,3,10,國語,4700B,6
◎,,,V,,4722008,CS220H,ZA170,程式語言,Programming Language,一般,資訊三乙,必修,半,3,夏延德,2-56.,教學505,4-8.,教學505,,,,資訊系,100,85,3,3,46,國語,4700B,5
◎,,,V,,4722208,CS222H,CS416,英文報告(一),English Presentation(一),一般,資訊三乙,必修,半,1,朱守禮,3-6.,電學講,,,,,全英語授課,資訊系,70,57,0,0,0,英語,4700B,13
◎,,,V,,4722208,CS222H,CS416,英文報告(一),English Presentation(一),一般,資訊三乙,必修,半,1,張蛟川,3-6.,電學講,,,,,全英語授課,資訊系,70,57,0,0,0,英語,4700B,13
◎,,,V,,4722408,CS224H,CS372,資訊工業講座(一),Seminar on Computer Industry (1),一般,資訊三乙,必修,半,0,余執彰,3-78.,電學講,,,,,,資訊系,70,57,0,0,0,國語,4700B,13
◎,,,V,,4722408,CS224H,CS372,資訊工業講座(一),Seminar on Computer Industry (1),一般,資訊三乙,必修,半,0,朱守禮,3-78.,電學講,,,,,,資訊系,70,57,0,0,0,國語,4700B,13
◎,,,,,4730812,CS308L,CS499,網路安全,Network Security,一般,資訊四甲,選修,半,3,張蛟川,2-567.,電學101,,,,,全英語授課,資訊系,15,15,0,0,37,英語,4700B,0
◎,,,,,4737412,CS374L,ZA191,軟體工程,Software Engineering,一般,資訊四甲,選修,半,3,劉永生,4-DEF.,教學509,,,,,必選四類之3、4,資訊系,60,46,3,3,49,國語,4700B,4
◎,,V,,,4738512,CS385L,CS444,網際網路協定,Internetworking Protocols,一般,資訊四甲,選修,半,3,張蛟川,4-234.,電學101,,,,,"全英語授課,大學部修課屬必選四類之1",資訊系,15,13,0,0,26,英語,4700B,2
◎,V,V,,,4743012,CS430L,ZA273,計算機圖學,Computer Graphics,一般,資訊四甲,選修,半,3,蔡明達,4-678.,電學101,,,,,,資訊系,15,6,0,0,13,國語,4700B,9
◎,,,,,4743112,CS431L,CS423,處理器與記憶體整合實作,Implementation and Integration of Processor and Memory Designs,一般,資訊四甲,選修,半,3,鄭維凱,2-234.,篤信251,,,,,必選四類之2,資訊系,20,12,1.5,1.5,44,國語,4700B,0
◎,V,V,,,4743512,CS435L,CS451,大數據實務技術,Big Data Practical Techniques,一般,資訊四甲,選修,半,3,賀嘉生,4-EFG.,篤信252,,,,,,資訊系,15,14,0,0,20,國語,4700B,1
◎,,,,,4743712,CS437L,CS420,雲端系統實務與開發,Practical Cloud Systems,一般,資訊四甲,選修,半,3,鍾武君,1-567.,電學310,,,,,必選四類之1、3,資訊系,20,13,0,0,27,國語,4700B,7
◎,,,,,4744112,CS441L,CS453,大數據基礎與實務應用,Big Data Fundamentals and Application,一般,資訊四甲,選修,半,3,鄭憲永,5-234.,教學510,,,,,必選四類之3、4,資訊系,40,33,0,0,31,國語,4700B,7
◎,,,,,4744212,CS442L,CS478,進階數位系統設計,Advanced Digital System Design,一般,資訊四甲,選修,半,3,湯松年,4-DEF.,篤信253,,,,,,資訊系,15,15,3,3,31,國語,4700B,0
◎,,V,,,4745112,CS451L,CS289,資訊日文,Japanese on Information and Computer Engineering,一般,資訊四甲,選修,半,3,蔡明達,1-34B.,電學101,,,,,,資訊系,30,25,3,3,38,國語,4700B,0
◎,,,,,4745212,CS452L,EE756,資訊與網路安全,Information and Network Security,一般,資訊四甲,選修,半,3,楊明豪,1-567.,篤信251,,,,,,資訊系,15,15,0,0,40,國語,4700B,0
◎,,,,,4745312,CS453L,CS285,R程式設計,R Programming,一般,資訊四甲,選修,半,3,吳宜鴻,5-234.,篤信253,,,,,大學部修課屬必選四類之3、4,資訊系,20,7,3,3,9,國語,4700B,13
◎,,,,,4745412,CS454L,CS480,深度學習,Deep Learning,一般,資訊四甲,選修,半,3,朱守禮,2-78C.,篤信253,,,,,必選四類之2,資訊系,15,15,3,3,28,國語,4700B,0
◎,,,,,4745512,CS455L,CS403,Linux 系統管理,Linux System Administration,一般,資訊四甲,選修,半,3,郭雅貞,5-234.,電學310,,,,,,資訊系,30,4,3,3,7,國語,4700B,26
◎,,,,,4745612,CS456L,CS402,量子計算平台實作,Implement quantum computation,一般,資訊四甲,選修,半,3,黃琮暐,4-678.,篤信251,,,,,,資訊系,15,4,0,0,8,國語,4700B,11
◎,,,,,4745712,CS457L,CS401,古典量子混和演算法,Quantum and classical hybrid algorithm,一般,資訊四甲,選修,半,3,黃琮暐,2-678.,篤信251,,,,,,資訊系,15,3,0,0,5,國語,4700B,12
◎,,,,,4750212,CS502L,EE502,半導體製程實務專題,Semiconductor Technology Seminar,一般,資訊四甲,選修,半,3,許世哲,5-234.,電學講,,,,,由聯華電子主管或資深工程師演講之講座課程,資訊系,10,0,0,0,3,國語,4700B,10
◎,,,,,4750212,CS502L,EE502,半導體製程實務專題,Semiconductor Technology Seminar,一般,資訊四甲,選修,半,3,邱謙松,5-234.,電學講,,,,,由聯華電子主管或資深工程師演講之講座課程,資訊系,10,0,0,0,3,國語,4700B,10
◎,,,,,4754112,CS541L,CS541,量子演算法,Quantum algorithms,一般,資訊四甲,選修,半,3,黃琮暐,2-EFG.,篤信251,,,,,,資訊系,15,15,0,0,25,國語,4700B,0
◎,,,,,4759012,CS590L,CS524,資訊與系統安全專題,Special Topics on Information & Computer System Security,一般,資訊四甲,選修,半,3,田筱榮,2-EFG.,電學310,,,,,全英語授課,資訊系,15,15,3,3,35,英語,4700B,0
◎,,,V,,4811522,EE115V,ZA115,書報討論,Seminar,一般,電機博一,必修,半,1,賴裕昆,4-EFG.,,,,,,各組書報討論地點:電力組-電學3樓Raymond會議室；控制組-電學510；通訊組-篤信354,電機系,10,3,0,0,0,國語,4800B,7
◎,,,V,,4811518,EE115R,ZA115,書報討論,Seminar,一般,電機碩一,必修,半,1,游仁德,4-EFG.,,,,,,各組書報討論地點:電力組-電學3樓Raymond會議室；控制組-電學510；通訊組-篤信354,電機系,60,45,0,0,0,國語,4800B,15
◎,,,,,4836018,EE360R,ZA360,電力系統之運轉與控制,Power System Control and Operation,一般,電機碩一,選修,半,3,許世哲,4-234.,電學510,,,,,"全英語授課,英文授課",電機系,20,8,3,3,6,英語,4800B,7
◎,,,,,4840118,EE401R,CS401,古典量子混和演算法,Quantum and classical hybrid algorithm,一般,電機碩一,選修,半,3,黃琮暐,2-678.,篤信251,,,,,,電機系,5,0,0,0,0,國語,4800B,5
◎,,,,,4840218,EE402R,CS402,量子計算平台實作,Implement quantum computation,一般,電機碩一,選修,半,3,黃琮暐,4-678.,篤信251,,,,,,電機系,5,0,0,0,0,國語,4800B,5
◎,,,,,4841118,EE411R,EE411,系統判別,System Identification,一般,電機碩一,選修,半,3,何天讚,1-678.,教學517,,,,,,電機系,20,5,3,3,5,國語,4800B,5
◎,,,,,4841218,EE412R,ZA412,人工智慧,Artificial Intelligence,一般,電機碩一,選修,半,3,洪穎怡,3-EFG.,教學510,,,,,,電機系,15,8,0,0,6,國語,4800B,7
◎,V,,,,4843218,EE432R,EE432,電力電子轉換器設計,Design of Power Electronic Converters,一般,電機碩一,選修,半,3,謝冠群,1-234.,電學510,,,,,,電機系,15,0,3,3,0,國語,4800B,10
◎,,,,,4845418,EE454R,EE454,問題分析與解決,Problem Analysis and Solving,一般,電機碩一,選修,半,3,邱添丁,2-EFG.,教學510,,,,,,電機系,10,0,0,0,0,國語,4800B,10
◎,,,,,4848618,EE486R,EE486,資訊科技與社會關懷,Information Technology and Social Care,一般,電機碩一,選修,半,3,王佳盈,3-678.,電學510,,,,,,電機系,10,2,0,0,2,國語,4800B,8
◎,,,,,4850218,EE502R,EE502,半導體製程實務專題,Semiconductor Technology Seminar,一般,電機碩一,選修,半,3,邱謙松,5-234.,電學講,,,,,此門課程與聯華電子科技(股)公司合作，安排聯電資深工程師或主管到課堂上分享。,電機系,20,8,0,0,5,國語,4800B,12
◎,,,,,4850218,EE502R,EE502,半導體製程實務專題,Semiconductor Technology Seminar,一般,電機碩一,選修,半,3,許世哲,5-234.,電學講,,,,,此門課程與聯華電子科技(股)公司合作，安排聯電資深工程師或主管到課堂上分享。,電機系,20,8,0,0,5,國語,4800B,12
◎,V,,,,4850418,EE504R,CS504,進階計算機網路,Advanced Computer Networking,一般,電機碩一,選修,半,3,賴裕昆,1-678.,教學510,,,,,,電機系,20,4,3,3,4,國語,4800B,6
◎,V,V,,,4850818,EE508R,EE508,數位訊號系統與應用,Digital Signals & System with their Applications,一般,電機碩一,選修,半,3,吳燦明,1-234.,教學517,,,,,,電機系,20,7,3,3,8,國語,4800B,13
◎,,,,,4854118,EE541R,CS541,量子演算法,Quantum algorithms,一般,電機碩一,選修,半,3,黃琮暐,2-EFG.,篤信251,,,,,,電機系,5,2,0,0,1,國語,4800B,3
◎,,,,,4854518,EE545R,EE545,類比濾波電路設計,Analysis of Analog Filters,一般,電機碩一,選修,半,3,張俊明,2-EFG.,教學315A,,,,,,電機系,20,0,0,0,0,國語,4800B,10
◎,,V,,,4855318,EE553R,EE553,電力系統穩定度,Power System  Stability,一般,電機碩一,選修,半,3,郭宗益,1-EFG.,教學510,,,,,,電機系,20,6,0,0,3,國語,4800B,9
◎,V,V,,,4855818,EE558R,EE558,即時數位信號處理實務,Real-time Digital Signal Processing and  Its Implementation,一般,電機碩一,選修,半,3,郭森楙,2-567.,篤信354,,,,,上課地點篤信354，全英語授課,電機系,10,4,3,3,4,英語,4800B,6
◎,V,V,,,4855918,EE559R,EE559,主動噪音控制實務,Active Noise Control and Its Implementation,一般,電機碩一,選修,半,3,郭森楙,3-567.,篤信354,,,,,上課地點篤信354，全英語授課,電機系,10,4,3,3,4,英語,4800B,6
◎,V,V,,,4856618,EE566R,EE566,系統控制原理與應用,System Control Principles and Applications,一般,電機碩一,選修,半,3,何天讚,2-EFG.,篤信354,,,,,,電機系,10,8,0,0,8,國語,4800B,2
